target,source,value
Party_A,Party_A,0.3483072253658385
Party_A,Party_B,0.00011190967981327048
Party_A,Party_C,4.3532543803151485e-05
Party_B,Party_A,0.005718236137470287
Party_B,Party_B,0.36951507341260303
Party_C,Party_A,0.005974538496691211
Party_C,Party_B,0.0003730169075836885
Party_C,Party_C,0.26995646745619684
