source,target,value
Party_A,Party_A,0.9675200704606626
Party_A,Party_B,0.00030245859408992024
Party_A,Party_C,0.00016123164371537586
Party_B,Party_A,0.015883989270750798
Party_B,Party_B,0.9986893876016298
Party_C,Party_A,0.016595940268586698
Party_C,Party_B,0.0010081538042802391
Party_C,Party_C,0.9998387683562846
